ID,Prob_0,Prob_1
13700,0.9875,0.0125
13701,0.975,0.025
13702,0.975,0.025
13703,0.9875,0.0125
13704,0.9625,0.0375
13705,0.9625,0.0375
13706,0.975,0.025
13707,0.975,0.025
13708,0.975,0.025
13709,0.975,0.025
13710,0.975,0.025
13711,0.975,0.025
13712,0.975,0.025
13713,0.975,0.025
13714,0.9875,0.0125
13715,0.9625,0.0375
13716,0.9875,0.0125
13717,0.9125,0.0875
13718,0.975,0.025
13719,0.975,0.025
13720,0.975,0.025
13721,0.9625,0.0375
13722,0.975,0.025
13723,0.9875,0.0125
13724,0.975,0.025
13725,0.975,0.025
13726,0.975,0.025
13727,0.9,0.1
13728,0.975,0.025
13729,0.975,0.025
13730,0.975,0.025
13731,0.975,0.025
13732,0.975,0.025
13733,0.975,0.025
13734,0.975,0.025
13735,0.975,0.025
13736,0.975,0.025
13737,0.9625,0.0375
13738,0.975,0.025
13739,0.975,0.025
13740,0.975,0.025
13741,0.9875,0.0125
13742,0.975,0.025
13743,0.975,0.025
13744,0.975,0.025
13745,0.975,0.025
13746,0.975,0.025
13747,0.975,0.025
13748,0.975,0.025
13749,0.975,0.025
13750,0.975,0.025
13751,0.975,0.025
13752,0.975,0.025
13753,0.975,0.025
13754,0.9875,0.0125
13755,0.975,0.025
13756,0.975,0.025
13757,0.975,0.025
13758,0.975,0.025
13759,0.9875,0.0125
13760,0.975,0.025
13761,0.9625,0.0375
13762,0.975,0.025
13763,0.9875,0.0125
13764,0.9625,0.0375
13765,0.9625,0.0375
13766,0.975,0.025
13767,0.975,0.025
13768,0.975,0.025
13769,0.975,0.025
13770,0.975,0.025
13771,0.9125,0.0875
13772,0.975,0.025
13773,0.975,0.025
13774,0.975,0.025
13775,0.975,0.025
13776,0.975,0.025
13777,0.975,0.025
13778,0.975,0.025
13779,0.975,0.025
13780,0.975,0.025
13781,0.975,0.025
13782,0.975,0.025
13783,0.975,0.025
13784,0.975,0.025
13785,0.9375,0.0625
13786,0.975,0.025
13787,0.9875,0.0125
13788,0.9875,0.0125
13789,0.9625,0.0375
13790,0.975,0.025
13791,0.9875,0.0125
13792,0.9875,0.0125
13793,0.975,0.025
13794,0.975,0.025
13795,0.9625,0.0375
13796,0.9875,0.0125
13797,0.975,0.025
13798,0.925,0.075
13799,0.975,0.025
13800,0.975,0.025
13801,0.9625,0.0375
13802,0.975,0.025
13803,0.975,0.025
13804,0.975,0.025
13805,0.975,0.025
13806,0.975,0.025
13807,0.975,0.025
13808,0.9625,0.0375
13809,0.975,0.025
13810,0.975,0.025
13811,0.9875,0.0125
13812,0.975,0.025
13813,0.9875,0.0125
13814,0.9875,0.0125
13815,0.9,0.1
13816,0.975,0.025
13817,0.925,0.075
13818,0.975,0.025
13819,0.9875,0.0125
13820,0.9875,0.0125
13821,0.975,0.025
13822,0.9875,0.0125
13823,0.975,0.025
13824,0.975,0.025
13825,0.975,0.025
13826,0.975,0.025
13827,0.975,0.025
13828,0.975,0.025
13829,0.975,0.025
13830,0.9625,0.0375
13831,0.975,0.025
13832,0.9625,0.0375
13833,0.975,0.025
13834,0.975,0.025
13835,0.975,0.025
13836,0.975,0.025
13837,0.975,0.025
13838,0.975,0.025
13839,0.9875,0.0125
13840,0.9875,0.0125
13841,0.975,0.025
13842,0.9875,0.0125
13843,0.975,0.025
13844,0.975,0.025
13845,0.975,0.025
13846,0.975,0.025
13847,0.975,0.025
13848,0.9625,0.0375
13849,0.975,0.025
13850,0.975,0.025
13851,0.9875,0.0125
13852,0.975,0.025
13853,0.975,0.025
13854,0.975,0.025
13855,0.975,0.025
13856,0.975,0.025
13857,0.975,0.025
13858,0.9875,0.0125
13859,0.975,0.025
13860,0.975,0.025
13861,0.9875,0.0125
13862,0.975,0.025
13863,0.975,0.025
13864,0.9625,0.0375
13865,0.975,0.025
13866,0.975,0.025
13867,0.975,0.025
13868,0.9625,0.0375
13869,0.975,0.025
13870,0.975,0.025
13871,0.975,0.025
13872,0.975,0.025
13873,0.975,0.025
13874,0.975,0.025
13875,0.9625,0.0375
13876,0.975,0.025
13877,0.975,0.025
13878,0.9875,0.0125
13879,0.975,0.025
13880,0.975,0.025
13881,0.975,0.025
13882,0.975,0.025
13883,0.975,0.025
13884,0.975,0.025
13885,0.975,0.025
13886,0.975,0.025
13887,0.975,0.025
13888,0.975,0.025
13889,0.975,0.025
13890,0.975,0.025
13891,0.975,0.025
13892,0.925,0.075
13893,0.975,0.025
13894,0.975,0.025
13895,0.95,0.05
13896,0.975,0.025
13897,0.975,0.025
13898,0.975,0.025
13899,0.975,0.025
13900,0.975,0.025
13901,0.9625,0.0375
13902,0.975,0.025
13903,0.975,0.025
13904,0.9875,0.0125
13905,0.975,0.025
13906,0.975,0.025
13907,0.9125,0.0875
13908,0.9875,0.0125
13909,0.975,0.025
13910,0.975,0.025
13911,0.9625,0.0375
13912,0.975,0.025
13913,0.95,0.05
13914,0.975,0.025
13915,0.975,0.025
13916,0.975,0.025
13917,0.975,0.025
13918,0.975,0.025
13919,0.975,0.025
13920,0.975,0.025
13921,0.975,0.025
13922,0.9875,0.0125
13923,0.975,0.025
13924,0.9875,0.0125
13925,0.975,0.025
13926,0.975,0.025
13927,0.975,0.025
13928,0.975,0.025
13929,0.9125,0.0875
13930,0.975,0.025
13931,0.975,0.025
13932,0.9625,0.0375
13933,0.95,0.05
13934,0.975,0.025
13935,0.9625,0.0375
13936,0.975,0.025
13937,0.975,0.025
13938,0.95,0.05
13939,0.975,0.025
13940,0.975,0.025
13941,0.975,0.025
13942,0.975,0.025
13943,0.975,0.025
13944,0.975,0.025
13945,0.975,0.025
13946,0.975,0.025
13947,0.975,0.025
13948,0.975,0.025
13949,0.95,0.05
13950,0.8625,0.1375
13951,0.975,0.025
13952,0.975,0.025
13953,0.9875,0.0125
13954,0.975,0.025
13955,0.9875,0.0125
13956,0.975,0.025
13957,0.975,0.025
13958,0.9875,0.0125
13959,0.975,0.025
13960,0.975,0.025
13961,0.975,0.025
13962,0.9875,0.0125
13963,0.9875,0.0125
13964,0.9875,0.0125
13965,0.9875,0.0125
13966,0.975,0.025
13967,0.975,0.025
13968,0.975,0.025
13969,0.95,0.05
13970,0.9875,0.0125
13971,0.975,0.025
13972,0.975,0.025
13973,0.975,0.025
13974,0.975,0.025
13975,0.9125,0.0875
13976,0.975,0.025
13977,0.9875,0.0125
13978,0.975,0.025
13979,0.975,0.025
13980,0.9875,0.0125
13981,0.95,0.05
13982,0.975,0.025
13983,0.975,0.025
13984,0.975,0.025
13985,0.9875,0.0125
13986,0.9875,0.0125
13987,0.975,0.025
13988,0.975,0.025
13989,0.975,0.025
13990,0.9875,0.0125
13991,0.975,0.025
13992,0.975,0.025
13993,0.9125,0.0875
13994,0.9875,0.0125
13995,0.975,0.025
13996,0.975,0.025
13997,0.975,0.025
13998,0.975,0.025
13999,0.975,0.025
14000,0.9875,0.0125
14001,0.9875,0.0125
14002,0.975,0.025
14003,0.9875,0.0125
14004,0.9625,0.0375
14005,0.9625,0.0375
14006,0.9125,0.0875
14007,0.9875,0.0125
14008,0.975,0.025
14009,0.95,0.05
14010,0.9625,0.0375
14011,0.9875,0.0125
14012,0.975,0.025
14013,0.9875,0.0125
14014,0.9875,0.0125
14015,0.975,0.025
14016,0.975,0.025
14017,0.975,0.025
14018,0.975,0.025
14019,0.975,0.025
14020,0.95,0.05
14021,0.9625,0.0375
14022,0.975,0.025
14023,0.975,0.025
14024,0.975,0.025
14025,0.9875,0.0125
14026,0.975,0.025
14027,0.9875,0.0125
14028,0.925,0.075
14029,0.975,0.025
14030,0.975,0.025
14031,0.975,0.025
14032,0.975,0.025
14033,0.975,0.025
14034,0.975,0.025
14035,0.9875,0.0125
14036,0.9625,0.0375
14037,0.975,0.025
14038,0.9375,0.0625
14039,0.95,0.05
14040,0.725,0.275
14041,0.975,0.025
14042,0.9875,0.0125
14043,0.9125,0.0875
14044,0.975,0.025
14045,0.975,0.025
14046,0.975,0.025
14047,0.975,0.025
14048,0.975,0.025
14049,0.9875,0.0125
14050,0.975,0.025
14051,0.975,0.025
14052,0.9875,0.0125
14053,0.975,0.025
14054,0.9875,0.0125
14055,0.9625,0.0375
14056,0.9625,0.0375
14057,0.975,0.025
14058,0.975,0.025
14059,0.975,0.025
14060,0.975,0.025
14061,0.975,0.025
14062,0.975,0.025
14063,0.975,0.025
14064,0.975,0.025
14065,0.9625,0.0375
14066,0.9375,0.0625
14067,0.975,0.025
14068,0.975,0.025
14069,0.975,0.025
14070,0.975,0.025
14071,0.975,0.025
14072,0.975,0.025
14073,0.975,0.025
14074,0.975,0.025
14075,0.9125,0.0875
14076,0.975,0.025
14077,0.975,0.025
14078,0.9875,0.0125
14079,0.9875,0.0125
14080,0.975,0.025
14081,0.975,0.025
14082,0.975,0.025
14083,0.975,0.025
14084,0.975,0.025
14085,0.975,0.025
14086,0.975,0.025
14087,0.975,0.025
14088,0.9875,0.0125
14089,0.975,0.025
14090,0.975,0.025
14091,0.975,0.025
14092,0.975,0.025
14093,0.975,0.025
14094,0.975,0.025
14095,0.975,0.025
14096,0.9875,0.0125
14097,0.9625,0.0375
14098,0.95,0.05
14099,0.975,0.025
14100,0.975,0.025
14101,0.9625,0.0375
14102,0.975,0.025
14103,0.975,0.025
14104,0.975,0.025
14105,0.975,0.025
14106,0.9625,0.0375
14107,0.9875,0.0125
14108,0.975,0.025
14109,0.9375,0.0625
14110,0.9625,0.0375
14111,0.9625,0.0375
14112,0.975,0.025
14113,0.975,0.025
14114,0.975,0.025
14115,0.975,0.025
14116,0.975,0.025
14117,0.975,0.025
14118,0.9625,0.0375
14119,0.975,0.025
14120,0.975,0.025
14121,0.85,0.15
14122,0.975,0.025
14123,0.975,0.025
14124,0.975,0.025
14125,0.9375,0.0625
14126,0.975,0.025
14127,0.975,0.025
14128,0.975,0.025
14129,0.975,0.025
14130,0.975,0.025
14131,0.975,0.025
14132,0.975,0.025
14133,0.9875,0.0125
14134,0.9875,0.0125
14135,0.9875,0.0125
14136,0.975,0.025
14137,0.6625,0.3375
14138,0.975,0.025
14139,0.975,0.025
14140,0.975,0.025
14141,0.975,0.025
14142,0.975,0.025
14143,0.975,0.025
14144,0.9875,0.0125
14145,0.95,0.05
14146,0.9375,0.0625
14147,0.975,0.025
14148,0.9625,0.0375
14149,0.9875,0.0125
14150,0.9875,0.0125
14151,0.975,0.025
14152,0.975,0.025
14153,0.9875,0.0125
14154,0.975,0.025
14155,0.75,0.25
14156,0.9875,0.0125
14157,0.975,0.025
14158,0.975,0.025
14159,0.975,0.025
14160,0.9875,0.0125
14161,0.9875,0.0125
14162,0.975,0.025
14163,0.975,0.025
14164,0.975,0.025
14165,0.975,0.025
14166,0.975,0.025
14167,0.9875,0.0125
14168,0.975,0.025
14169,0.975,0.025
14170,0.975,0.025
14171,0.975,0.025
14172,0.9875,0.0125
14173,0.975,0.025
14174,0.9625,0.0375
14175,0.975,0.025
14176,0.975,0.025
14177,0.975,0.025
14178,0.975,0.025
14179,0.975,0.025
14180,0.975,0.025
14181,0.975,0.025
14182,0.975,0.025
14183,0.975,0.025
14184,0.9875,0.0125
14185,0.9875,0.0125
14186,0.975,0.025
14187,0.9875,0.0125
14188,0.9875,0.0125
14189,0.975,0.025
14190,0.975,0.025
14191,0.975,0.025
14192,0.975,0.025
14193,0.9875,0.0125
14194,0.975,0.025
14195,0.975,0.025
14196,0.975,0.025
14197,0.975,0.025
14198,0.875,0.125
14199,0.975,0.025
14200,0.975,0.025
14201,0.975,0.025
14202,0.9875,0.0125
14203,0.975,0.025
14204,0.975,0.025
14205,0.975,0.025
14206,0.9875,0.0125
14207,0.975,0.025
14208,0.975,0.025
14209,0.975,0.025
14210,0.975,0.025
14211,0.975,0.025
14212,0.975,0.025
14213,0.9625,0.0375
14214,0.9875,0.0125
14215,0.975,0.025
14216,0.975,0.025
14217,0.975,0.025
14218,0.9875,0.0125
14219,0.9875,0.0125
14220,0.9625,0.0375
14221,0.9625,0.0375
14222,0.975,0.025
14223,0.975,0.025
14224,0.9875,0.0125
14225,0.975,0.025
14226,0.975,0.025
14227,0.975,0.025
14228,0.975,0.025
14229,0.975,0.025
14230,0.975,0.025
14231,0.975,0.025
14232,0.9875,0.0125
14233,0.9875,0.0125
14234,0.975,0.025
14235,0.975,0.025
14236,0.975,0.025
14237,0.975,0.025
14238,0.975,0.025
14239,0.975,0.025
14240,0.975,0.025
14241,0.975,0.025
14242,0.975,0.025
14243,0.975,0.025
14244,0.975,0.025
14245,0.975,0.025
14246,0.975,0.025
14247,0.975,0.025
14248,0.9875,0.0125
14249,0.975,0.025
14250,0.975,0.025
14251,0.975,0.025
14252,0.975,0.025
14253,0.9875,0.0125
14254,0.975,0.025
14255,0.975,0.025
14256,0.925,0.075
14257,0.9875,0.0125
14258,0.975,0.025
14259,0.925,0.075
14260,0.9625,0.0375
14261,0.9875,0.0125
14262,0.975,0.025
14263,0.9875,0.0125
14264,0.975,0.025
14265,0.975,0.025
14266,0.975,0.025
14267,0.975,0.025
14268,0.9625,0.0375
14269,0.975,0.025
14270,0.975,0.025
14271,0.975,0.025
14272,0.9625,0.0375
14273,0.975,0.025
14274,0.975,0.025
14275,0.975,0.025
14276,0.975,0.025
14277,0.975,0.025
14278,0.975,0.025
14279,0.9875,0.0125
14280,0.975,0.025
14281,0.975,0.025
14282,0.9875,0.0125
14283,0.9625,0.0375
14284,0.975,0.025
14285,0.975,0.025
14286,0.975,0.025
14287,0.975,0.025
14288,0.975,0.025
14289,0.9875,0.0125
14290,0.9625,0.0375
14291,0.975,0.025
14292,0.975,0.025
14293,0.975,0.025
14294,0.9875,0.0125
14295,0.975,0.025
14296,0.975,0.025
14297,0.9875,0.0125
14298,0.975,0.025
14299,0.95,0.05
14300,0.975,0.025
14301,0.975,0.025
14302,0.975,0.025
14303,0.975,0.025
14304,0.975,0.025
14305,0.975,0.025
14306,0.9875,0.0125
14307,0.975,0.025
14308,0.9875,0.0125
14309,0.975,0.025
14310,0.9875,0.0125
14311,0.975,0.025
14312,0.975,0.025
14313,0.9875,0.0125
14314,0.9875,0.0125
14315,0.9875,0.0125
14316,0.9875,0.0125
14317,0.975,0.025
14318,0.975,0.025
14319,0.975,0.025
14320,0.975,0.025
14321,0.9875,0.0125
14322,0.975,0.025
14323,0.975,0.025
14324,0.975,0.025
14325,0.95,0.05
14326,0.975,0.025
14327,0.9875,0.0125
14328,0.975,0.025
14329,0.975,0.025
14330,0.975,0.025
14331,0.975,0.025
14332,0.975,0.025
14333,0.975,0.025
14334,0.975,0.025
14335,0.975,0.025
14336,0.975,0.025
14337,0.975,0.025
14338,0.975,0.025
14339,0.975,0.025
14340,0.975,0.025
14341,0.975,0.025
14342,0.975,0.025
14343,0.975,0.025
14344,0.975,0.025
14345,0.975,0.025
14346,0.975,0.025
14347,0.95,0.05
14348,0.975,0.025
14349,0.975,0.025
14350,0.975,0.025
14351,0.9625,0.0375
14352,0.975,0.025
14353,0.975,0.025
14354,0.975,0.025
14355,0.975,0.025
14356,0.975,0.025
14357,0.9625,0.0375
14358,0.9875,0.0125
14359,0.975,0.025
14360,0.975,0.025
14361,0.9875,0.0125
14362,0.9625,0.0375
14363,0.975,0.025
14364,0.975,0.025
14365,0.975,0.025
14366,0.975,0.025
14367,0.9875,0.0125
14368,0.9875,0.0125
14369,0.9875,0.0125
14370,0.975,0.025
14371,0.975,0.025
14372,0.975,0.025
14373,0.975,0.025
14374,0.975,0.025
14375,0.975,0.025
14376,0.9875,0.0125
14377,0.975,0.025
14378,0.975,0.025
14379,0.975,0.025
14380,0.975,0.025
14381,0.975,0.025
14382,0.975,0.025
14383,0.975,0.025
14384,0.9875,0.0125
14385,0.975,0.025
14386,0.975,0.025
14387,0.975,0.025
14388,0.975,0.025
14389,0.975,0.025
14390,0.975,0.025
14391,0.9875,0.0125
14392,0.975,0.025
14393,0.975,0.025
14394,0.975,0.025
14395,0.975,0.025
14396,0.975,0.025
14397,0.975,0.025
14398,0.975,0.025
14399,0.975,0.025
14400,0.9875,0.0125
14401,0.925,0.075
14402,0.975,0.025
14403,0.975,0.025
14404,0.9875,0.0125
14405,0.975,0.025
14406,0.9875,0.0125
14407,0.975,0.025
14408,0.975,0.025
14409,0.9625,0.0375
14410,0.975,0.025
14411,0.975,0.025
14412,0.9875,0.0125
14413,0.9875,0.0125
14414,0.975,0.025
14415,0.975,0.025
14416,0.975,0.025
14417,0.975,0.025
14418,0.9625,0.0375
14419,0.975,0.025
14420,0.975,0.025
14421,0.9875,0.0125
14422,0.9625,0.0375
14423,0.9875,0.0125
14424,0.975,0.025
14425,0.975,0.025
14426,0.975,0.025
14427,0.975,0.025
14428,0.975,0.025
14429,0.975,0.025
14430,0.9875,0.0125
14431,0.975,0.025
14432,0.975,0.025
14433,0.625,0.375
14434,0.975,0.025
14435,0.975,0.025
14436,0.9875,0.0125
14437,0.975,0.025
14438,0.975,0.025
14439,0.9125,0.0875
14440,0.9625,0.0375
14441,0.975,0.025
14442,0.975,0.025
14443,0.9875,0.0125
14444,0.975,0.025
14445,0.975,0.025
14446,0.975,0.025
14447,0.975,0.025
14448,0.975,0.025
14449,0.9875,0.0125
14450,0.9625,0.0375
14451,0.975,0.025
14452,0.975,0.025
14453,0.975,0.025
14454,0.975,0.025
14455,0.975,0.025
14456,0.9875,0.0125
14457,0.975,0.025
14458,0.9875,0.0125
14459,0.9875,0.0125
14460,0.975,0.025
14461,0.975,0.025
14462,0.975,0.025
14463,0.9875,0.0125
14464,0.975,0.025
14465,0.975,0.025
14466,0.975,0.025
14467,0.975,0.025
14468,0.975,0.025
14469,0.9625,0.0375
14470,0.975,0.025
14471,0.975,0.025
14472,0.975,0.025
14473,0.975,0.025
14474,0.975,0.025
14475,0.975,0.025
14476,0.9625,0.0375
14477,0.9875,0.0125
14478,0.9875,0.0125
14479,0.975,0.025
14480,0.975,0.025
14481,0.975,0.025
14482,0.975,0.025
14483,0.975,0.025
14484,0.9875,0.0125
14485,0.975,0.025
14486,0.975,0.025
14487,0.9875,0.0125
14488,0.975,0.025
14489,0.975,0.025
14490,0.9875,0.0125
14491,0.975,0.025
14492,0.975,0.025
14493,0.9625,0.0375
14494,0.975,0.025
14495,0.975,0.025
14496,0.975,0.025
14497,0.975,0.025
14498,0.975,0.025
14499,0.9875,0.0125
14500,0.975,0.025
14501,0.975,0.025
14502,0.975,0.025
14503,0.9875,0.0125
14504,0.975,0.025
14505,0.9875,0.0125
14506,0.975,0.025
14507,0.975,0.025
14508,0.975,0.025
14509,0.975,0.025
14510,0.975,0.025
14511,0.975,0.025
14512,0.975,0.025
14513,0.975,0.025
14514,0.975,0.025
14515,0.975,0.025
14516,0.975,0.025
14517,0.975,0.025
14518,0.975,0.025
14519,0.975,0.025
14520,0.975,0.025
14521,0.9875,0.0125
14522,0.975,0.025
14523,0.975,0.025
14524,0.975,0.025
14525,0.975,0.025
14526,0.975,0.025
14527,0.975,0.025
14528,0.975,0.025
14529,0.975,0.025
14530,0.975,0.025
14531,0.975,0.025
14532,0.9875,0.0125
14533,0.9875,0.0125
14534,0.975,0.025
14535,0.975,0.025
14536,0.975,0.025
14537,0.975,0.025
14538,0.975,0.025
14539,0.975,0.025
14540,0.975,0.025
14541,0.975,0.025
14542,0.975,0.025
14543,0.9875,0.0125
14544,0.975,0.025
14545,0.975,0.025
14546,0.975,0.025
14547,0.975,0.025
14548,0.975,0.025
14549,0.975,0.025
14550,0.975,0.025
14551,0.975,0.025
14552,0.975,0.025
14553,0.975,0.025
14554,0.975,0.025
14555,0.9875,0.0125
14556,0.975,0.025
14557,0.975,0.025
14558,0.975,0.025
14559,0.975,0.025
14560,0.975,0.025
14561,0.975,0.025
14562,0.9875,0.0125
14563,0.9625,0.0375
14564,0.975,0.025
14565,0.975,0.025
14566,0.9875,0.0125
14567,0.9875,0.0125
14568,0.925,0.075
14569,0.975,0.025
14570,0.975,0.025
14571,0.975,0.025
14572,0.975,0.025
14573,0.975,0.025
14574,0.9625,0.0375
14575,0.975,0.025
14576,0.9875,0.0125
14577,0.975,0.025
14578,0.975,0.025
14579,0.975,0.025
14580,0.975,0.025
14581,0.975,0.025
14582,0.975,0.025
14583,0.975,0.025
14584,0.975,0.025
14585,0.975,0.025
14586,0.975,0.025
14587,0.9875,0.0125
14588,0.975,0.025
14589,0.975,0.025
14590,0.975,0.025
14591,0.975,0.025
14592,0.975,0.025
14593,0.975,0.025
14594,0.9875,0.0125
14595,0.975,0.025
14596,0.975,0.025
14597,0.975,0.025
14598,0.975,0.025
14599,0.975,0.025
14600,0.975,0.025
14601,0.9875,0.0125
14602,0.9875,0.0125
14603,0.975,0.025
14604,0.975,0.025
14605,0.975,0.025
14606,0.9875,0.0125
14607,0.975,0.025
14608,0.975,0.025
14609,0.9625,0.0375
14610,0.9625,0.0375
14611,0.975,0.025
14612,0.975,0.025
14613,0.975,0.025
14614,0.975,0.025
14615,0.9875,0.0125
14616,0.975,0.025
14617,0.975,0.025
14618,0.9875,0.0125
14619,0.975,0.025
14620,0.975,0.025
14621,0.975,0.025
14622,0.975,0.025
14623,0.975,0.025
14624,0.975,0.025
14625,0.975,0.025
14626,0.975,0.025
14627,0.975,0.025
14628,0.975,0.025
14629,0.975,0.025
14630,0.975,0.025
14631,0.975,0.025
14632,0.975,0.025
14633,0.975,0.025
14634,0.975,0.025
14635,0.975,0.025
14636,0.9875,0.0125
14637,0.975,0.025
14638,0.9875,0.0125
14639,0.9625,0.0375
14640,0.975,0.025
14641,0.975,0.025
14642,0.975,0.025
14643,0.975,0.025
14644,0.975,0.025
14645,0.9625,0.0375
14646,0.975,0.025
14647,0.9875,0.0125
14648,0.975,0.025
14649,0.975,0.025
14650,0.9875,0.0125
14651,0.975,0.025
14652,0.975,0.025
14653,0.975,0.025
14654,0.975,0.025
14655,0.975,0.025
14656,0.9875,0.0125
14657,0.9875,0.0125
14658,0.975,0.025
14659,0.975,0.025
14660,0.975,0.025
14661,0.9875,0.0125
14662,0.9875,0.0125
14663,0.9875,0.0125
14664,0.975,0.025
14665,0.975,0.025
14666,0.975,0.025
14667,0.975,0.025
14668,0.975,0.025
14669,0.9875,0.0125
14670,0.9875,0.0125
14671,0.9875,0.0125
14672,0.975,0.025
14673,0.9875,0.0125
14674,0.975,0.025
14675,0.975,0.025
14676,0.975,0.025
14677,0.9375,0.0625
14678,0.9875,0.0125
14679,0.975,0.025
14680,0.975,0.025
14681,0.9875,0.0125
14682,0.975,0.025
14683,0.975,0.025
14684,0.975,0.025
14685,0.9875,0.0125
14686,0.9625,0.0375
14687,0.975,0.025
14688,0.975,0.025
14689,0.975,0.025
14690,0.975,0.025
14691,0.975,0.025
14692,0.975,0.025
14693,0.975,0.025
14694,0.975,0.025
14695,0.975,0.025
14696,0.975,0.025
14697,0.975,0.025
14698,0.975,0.025
14699,0.975,0.025
14700,0.975,0.025
14701,0.9375,0.0625
14702,0.9625,0.0375
14703,0.9875,0.0125
14704,0.975,0.025
14705,0.9625,0.0375
14706,0.975,0.025
14707,0.975,0.025
14708,0.975,0.025
14709,0.975,0.025
14710,0.975,0.025
14711,0.975,0.025
14712,0.975,0.025
14713,0.975,0.025
14714,0.975,0.025
14715,0.975,0.025
14716,0.975,0.025
14717,0.975,0.025
14718,0.9875,0.0125
14719,0.975,0.025
14720,0.9875,0.0125
14721,0.975,0.025
14722,0.975,0.025
14723,0.9875,0.0125
14724,0.975,0.025
14725,0.9875,0.0125
14726,0.9875,0.0125
14727,0.975,0.025
14728,0.975,0.025
14729,0.975,0.025
14730,0.9875,0.0125
14731,0.975,0.025
14732,0.975,0.025
14733,0.975,0.025
14734,0.975,0.025
14735,0.975,0.025
14736,0.975,0.025
14737,0.975,0.025
14738,0.975,0.025
14739,0.975,0.025
14740,0.975,0.025
14741,0.975,0.025
14742,0.975,0.025
14743,0.975,0.025
14744,0.975,0.025
14745,0.975,0.025
14746,0.975,0.025
14747,0.975,0.025
14748,0.975,0.025
14749,0.9875,0.0125
14750,0.975,0.025
14751,0.975,0.025
14752,0.975,0.025
14753,0.975,0.025
14754,0.6,0.4
14755,0.975,0.025
14756,0.975,0.025
14757,0.975,0.025
14758,0.9875,0.0125
14759,0.9875,0.0125
14760,0.975,0.025
14761,0.975,0.025
14762,0.975,0.025
14763,0.975,0.025
14764,0.975,0.025
14765,0.9875,0.0125
14766,0.9875,0.0125
14767,0.975,0.025
14768,0.9875,0.0125
14769,0.9875,0.0125
14770,0.975,0.025
14771,0.975,0.025
14772,0.975,0.025
14773,0.975,0.025
14774,0.975,0.025
14775,0.975,0.025
14776,0.975,0.025
14777,0.975,0.025
14778,0.975,0.025
14779,0.975,0.025
14780,0.975,0.025
14781,0.9875,0.0125
14782,0.975,0.025
14783,0.975,0.025
14784,0.975,0.025
14785,0.975,0.025
14786,0.9125,0.0875
14787,0.975,0.025
14788,0.975,0.025
14789,0.9875,0.0125
14790,0.975,0.025
14791,0.9875,0.0125
14792,0.975,0.025
14793,0.975,0.025
14794,0.975,0.025
14795,0.9125,0.0875
14796,0.975,0.025
14797,0.975,0.025
14798,0.975,0.025
14799,0.9875,0.0125
14800,0.9875,0.0125
14801,0.975,0.025
14802,0.975,0.025
14803,0.9875,0.0125
14804,0.975,0.025
14805,0.9875,0.0125
14806,0.975,0.025
14807,0.975,0.025
14808,0.9875,0.0125
14809,0.975,0.025
14810,0.975,0.025
14811,0.975,0.025
14812,0.975,0.025
14813,0.95,0.05
14814,0.9875,0.0125
14815,0.9625,0.0375
14816,0.975,0.025
14817,0.975,0.025
14818,0.9875,0.0125
14819,0.975,0.025
14820,0.975,0.025
14821,0.975,0.025
14822,0.975,0.025
14823,0.9875,0.0125
14824,0.975,0.025
14825,0.975,0.025
14826,0.975,0.025
14827,0.975,0.025
14828,0.975,0.025
14829,0.975,0.025
14830,0.975,0.025
14831,0.975,0.025
14832,0.9875,0.0125
14833,0.975,0.025
14834,0.975,0.025
14835,0.975,0.025
14836,0.975,0.025
14837,0.975,0.025
14838,0.975,0.025
14839,0.9875,0.0125
14840,0.975,0.025
14841,0.975,0.025
14842,0.975,0.025
14843,0.975,0.025
14844,0.975,0.025
14845,0.9875,0.0125
14846,0.975,0.025
14847,0.975,0.025
14848,0.975,0.025
14849,0.975,0.025
14850,0.975,0.025
14851,0.975,0.025
14852,0.975,0.025
14853,0.975,0.025
14854,0.9875,0.0125
14855,0.9625,0.0375
14856,0.975,0.025
14857,0.9875,0.0125
14858,0.975,0.025
14859,0.975,0.025
14860,0.975,0.025
14861,0.9875,0.0125
14862,0.975,0.025
14863,0.9875,0.0125
14864,0.975,0.025
14865,0.9875,0.0125
14866,0.975,0.025
14867,0.9625,0.0375
14868,0.9875,0.0125
14869,0.9875,0.0125
14870,0.975,0.025
14871,0.975,0.025
14872,0.9875,0.0125
14873,0.975,0.025
14874,0.9875,0.0125
14875,0.975,0.025
14876,0.975,0.025
14877,0.9625,0.0375
14878,0.975,0.025
14879,0.975,0.025
14880,0.975,0.025
14881,0.975,0.025
14882,0.975,0.025
14883,0.975,0.025
14884,0.975,0.025
14885,0.9875,0.0125
14886,0.975,0.025
14887,0.975,0.025
14888,0.975,0.025
14889,0.975,0.025
14890,0.975,0.025
14891,0.975,0.025
14892,0.975,0.025
14893,0.975,0.025
14894,0.975,0.025
14895,0.975,0.025
14896,0.975,0.025
14897,0.975,0.025
14898,0.95,0.05
14899,0.975,0.025
14900,0.975,0.025
14901,0.975,0.025
14902,0.975,0.025
14903,0.975,0.025
14904,0.9875,0.0125
14905,0.975,0.025
14906,0.975,0.025
14907,0.9875,0.0125
14908,0.975,0.025
14909,0.975,0.025
14910,0.975,0.025
14911,0.975,0.025
14912,0.975,0.025
14913,0.9625,0.0375
14914,0.975,0.025
